Rank,Track,Artist,Streams,Date,WeekDay,Month
157,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,242083,2020-01-02,Thu,Jan
158,All Me (feat. Keyshia Cole),Kehlani,241784,2020-01-02,Thu,Jan
159,Bad Bad Bad (feat. Lil Baby),Young Thug,240809,2020-01-02,Thu,Jan
160,The Bones,Maren Morris,239736,2020-01-02,Thu,Jan
161,Pure Water (with Migos),Mustard,239074,2020-01-02,Thu,Jan
162,Dancing With A Stranger (with Normani),Sam Smith,238443,2020-01-02,Thu,Jan
163,Famous Hoes,NLE Choppa,237500,2020-01-02,Thu,Jan
164,God's Plan,Drake,237386,2020-01-02,Thu,Jan
165,Nice To Meet Ya,Niall Horan,236675,2020-01-02,Thu,Jan
166,I Like Me Better,Lauv,235363,2020-01-02,Thu,Jan
167,Congratulations,"Post Malone, Quavo",235288,2020-01-02,Thu,Jan
168,BEST ON EARTH (feat. BIA) - Bonus,Russ,233965,2020-01-02,Thu,Jan
169,i love you,Billie Eilish,232448,2020-01-02,Thu,Jan
170,The Less I Know The Better,Tame Impala,231729,2020-01-02,Thu,Jan
171,Faucet Failure,Ski Mask The Slump God,231202,2020-01-02,Thu,Jan
172,Whiskey Glasses,Morgan Wallen,231100,2020-01-02,Thu,Jan
173,Tequila,Dan + Shay,230414,2020-01-02,Thu,Jan
174,Best Part (feat. Daniel Caesar),H.E.R.,230027,2020-01-02,Thu,Jan
175,HUMBLE.,Kendrick Lamar,229981,2020-01-02,Thu,Jan
176,Noticed,Lil Mosey,227152,2020-01-02,Thu,Jan
177,Saint-Tropez,Post Malone,226461,2020-01-02,Thu,Jan
178,LA CANCIÓN,"J Balvin, Bad Bunny",226231,2020-01-02,Thu,Jan
179,wish you were gay,Billie Eilish,225706,2020-01-02,Thu,Jan
180,Young Dumb & Broke,Khalid,224619,2020-01-02,Thu,Jan
181,UP THE SMOKE (with Offset),Stunna 4 Vegas,224604,2020-01-02,Thu,Jan
182,How I Move (feat. Lil Baby),Flipp Dinero,223806,2020-01-02,Thu,Jan
183,Family,"The Chainsmokers, Kygo",223678,2020-01-02,Thu,Jan
184,Yes Indeed,"Lil Baby, Drake",222671,2020-01-02,Thu,Jan
185,Hollywood's Bleeding,Post Malone,222521,2020-01-02,Thu,Jan
186,Callaita,"Bad Bunny, Tainy",222303,2020-01-02,Thu,Jan
187,a lot,21 Savage,220197,2020-01-02,Thu,Jan
188,Youngblood,5 Seconds of Summer,219356,2020-01-02,Thu,Jan
189,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,218841,2020-01-02,Thu,Jan
190,No Role Modelz,J. Cole,218435,2020-01-02,Thu,Jan
191,I,Lil Skies,216071,2020-01-02,Thu,Jan
192,Slide,"H.E.R., YG",214700,2020-01-02,Thu,Jan
193,I.F.L.Y.,Bazzi,214255,2020-01-02,Thu,Jan
194,Lover,Taylor Swift,213975,2020-01-02,Thu,Jan
195,all the good girls go to hell,Billie Eilish,213695,2020-01-02,Thu,Jan
196,Say You Won't Let Go,James Arthur,213467,2020-01-02,Thu,Jan
197,Love Me,Lil Tecca,213054,2020-01-02,Thu,Jan
198,Follow God,Kanye West,212049,2020-01-02,Thu,Jan
199,Location,Khalid,211567,2020-01-02,Thu,Jan
200,My Type,Saweetie,211058,2020-01-02,Thu,Jan
1,The Box,Roddy Ricch,2278155,2020-01-03,Fri,Jan
2,Yummy,Justin Bieber,1863557,2020-01-03,Fri,Jan
3,ROXANNE,Arizona Zervas,1425119,2020-01-03,Fri,Jan
4,Circles,Post Malone,1227318,2020-01-03,Fri,Jan
5,BOP,DaBaby,1132848,2020-01-03,Fri,Jan
6,Falling,Trevor Daniel,1101319,2020-01-03,Fri,Jan
7,Dance Monkey,Tones And I,1022885,2020-01-03,Fri,Jan
8,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1006414,2020-01-03,Fri,Jan
9,Futsal Shuffle 2020,Lil Uzi Vert,945404,2020-01-03,Fri,Jan
10,My Oh My (feat. DaBaby),Camila Cabello,905694,2020-01-03,Fri,Jan
11,everything i wanted,Billie Eilish,892400,2020-01-03,Fri,Jan
12,Blinding Lights,The Weeknd,888989,2020-01-03,Fri,Jan
13,Adore You,Harry Styles,885196,2020-01-03,Fri,Jan
14,Ballin' (with Roddy Ricch),Mustard,859326,2020-01-03,Fri,Jan
15,Suicidal,YNW Melly,795441,2020-01-03,Fri,Jan
16,Don't Start Now,Dua Lipa,776315,2020-01-03,Fri,Jan
17,Watermelon Sugar,Harry Styles,717562,2020-01-03,Fri,Jan
18,hot girl bummer,blackbear,717317,2020-01-03,Fri,Jan
19,Heartless,The Weeknd,708919,2020-01-03,Fri,Jan
20,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",705344,2020-01-03,Fri,Jan
21,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",704879,2020-01-03,Fri,Jan
22,No Idea,Don Toliver,688023,2020-01-03,Fri,Jan
23,Memories,Maroon 5,684132,2020-01-03,Fri,Jan
24,HIGHEST IN THE ROOM,Travis Scott,664018,2020-01-03,Fri,Jan
25,Someone You Loved,Lewis Capaldi,658766,2020-01-03,Fri,Jan
26,VIBEZ,DaBaby,654069,2020-01-03,Fri,Jan
27,Lose You To Love Me,Selena Gomez,647766,2020-01-03,Fri,Jan
28,Woah,Lil Baby,625266,2020-01-03,Fri,Jan
29,Lucid Dreams,Juice WRLD,604444,2020-01-03,Fri,Jan
30,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,596619,2020-01-03,Fri,Jan
31,Suge,DaBaby,591074,2020-01-03,Fri,Jan
32,bad guy,Billie Eilish,585982,2020-01-03,Fri,Jan
33,Robbery,Juice WRLD,554280,2020-01-03,Fri,Jan
34,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,528431,2020-01-03,Fri,Jan
35,Ransom,Lil Tecca,526937,2020-01-03,Fri,Jan
36,Truth Hurts,Lizzo,520022,2020-01-03,Fri,Jan
37,SUGAR,BROCKHAMPTON,518970,2020-01-03,Fri,Jan
38,"10,000 Hours (with Justin Bieber)",Dan + Shay,508210,2020-01-03,Fri,Jan
39,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,502528,2020-01-03,Fri,Jan
40,223's (feat. 9lokknine),YNW Melly,496316,2020-01-03,Fri,Jan
41,Falling,Harry Styles,492174,2020-01-03,Fri,Jan
42,Señorita,"Shawn Mendes, Camila Cabello",488227,2020-01-03,Fri,Jan
43,Say So,Doja Cat,485227,2020-01-03,Fri,Jan
44,Money In The Grave (Drake ft. Rick Ross),Drake,480133,2020-01-03,Fri,Jan
45,Goodbyes (Feat. Young Thug),Post Malone,479410,2020-01-03,Fri,Jan
46,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,471451,2020-01-03,Fri,Jan
47,Death,"Trippie Redd, DaBaby",470934,2020-01-03,Fri,Jan
48,Had Enough (feat. Quavo & Offset),Don Toliver,466769,2020-01-03,Fri,Jan
49,Stuck In A Dream (feat. Gunna),Lil Mosey,465477,2020-01-03,Fri,Jan
50,No Guidance (feat. Drake),Chris Brown,464249,2020-01-03,Fri,Jan
51,Wow.,Post Malone,457554,2020-01-03,Fri,Jan
52,Yellow Hearts,Ant Saunders,442778,2020-01-03,Fri,Jan
53,MIDDLE CHILD,J. Cole,439149,2020-01-03,Fri,Jan
54,Start Wit Me (feat. Gunna),Roddy Ricch,430575,2020-01-03,Fri,Jan
55,Make No Sense,YoungBoy Never Broke Again,404502,2020-01-03,Fri,Jan
56,Camelot,NLE Choppa,398675,2020-01-03,Fri,Jan
57,when the party's over,Billie Eilish,398666,2020-01-03,Fri,Jan
58,July,Noah Cyrus,396124,2020-01-03,Fri,Jan
59,All Girls Are The Same,Juice WRLD,395049,2020-01-03,Fri,Jan
60,Peta (feat. Meek Mill),Roddy Ricch,390071,2020-01-03,Fri,Jan
61,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,386385,2020-01-03,Fri,Jan
62,Vete,Bad Bunny,385956,2020-01-03,Fri,Jan
63,Lights Up,Harry Styles,385652,2020-01-03,Fri,Jan
64,WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott",383218,2020-01-03,Fri,Jan
65,ORANGE SODA,BaKeem,379128,2020-01-03,Fri,Jan
66,Legends,Juice WRLD,376204,2020-01-03,Fri,Jan
67,GANG GANG,"JACKBOYS, Sheck Wes",375685,2020-01-03,Fri,Jan
68,GOODMORNINGTOKYO!,TOKYO’S REVENGE,374729,2020-01-03,Fri,Jan
69,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,372130,2020-01-03,Fri,Jan
70,Baby (Lil Baby feat. DaBaby),Quality Control,370267,2020-01-03,Fri,Jan
71,7 rings,Ariana Grande,365090,2020-01-03,Fri,Jan
72,SICKO MODE,Travis Scott,364119,2020-01-03,Fri,Jan
73,Hate Me (with Juice WRLD),Ellie Goulding,363598,2020-01-03,Fri,Jan
74,Before You Go,Lewis Capaldi,362613,2020-01-03,Fri,Jan
75,Graveyard,Halsey,361734,2020-01-03,Fri,Jan
76,Into the Unknown,"Idina Menzel, AURORA",359920,2020-01-03,Fri,Jan
77,Beautiful People (feat. Khalid),Ed Sheeran,359770,2020-01-03,Fri,Jan
78,Tusa,"KAROL G, Nicki Minaj",358724,2020-01-03,Fri,Jan
79,Let Me Know (I Wonder Why Freestyle),Juice WRLD,357826,2020-01-03,Fri,Jan
80,The London (feat. J. Cole & Travis Scott),Young Thug,357757,2020-01-03,Fri,Jan
81,Pop Out (feat. Lil Tjay),Polo G,357479,2020-01-03,Fri,Jan
82,VALENTINO,24kGoldn,356975,2020-01-03,Fri,Jan
83,Murder On My Mind,YNW Melly,355903,2020-01-03,Fri,Jan
84,20/20,Lil Tjay,355714,2020-01-03,Fri,Jan
85,If the World Was Ending - feat. Julia Michaels,JP Saxe,350420,2020-01-03,Fri,Jan
86,lovely (with Khalid),Billie Eilish,349117,2020-01-03,Fri,Jan
87,SLOW DANCING IN THE DARK,Joji,348378,2020-01-03,Fri,Jan
88,Drip Too Hard (Lil Baby & Gunna),Lil Baby,344257,2020-01-03,Fri,Jan
89,Going Bad (feat. Drake),Meek Mill,341806,2020-01-03,Fri,Jan
90,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",340752,2020-01-03,Fri,Jan
91,Trampoline,"SHAED, ZAYN",340538,2020-01-03,Fri,Jan
92,Changes,Lauv,340478,2020-01-03,Fri,Jan
93,How Do You Sleep?,Sam Smith,338436,2020-01-03,Fri,Jan
94,rockstar (feat. 21 Savage),Post Malone,336041,2020-01-03,Fri,Jan
95,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,335306,2020-01-03,Fri,Jan
96,Enemies (feat. DaBaby),Post Malone,334923,2020-01-03,Fri,Jan
97,Up All Night,Khalid,328043,2020-01-03,Fri,Jan
98,High Fashion (feat. Mustard),Roddy Ricch,325969,2020-01-03,Fri,Jan
99,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,325590,2020-01-03,Fri,Jan
100,6 Kiss,"Trippie Redd, Juice WRLD, YNW Melly",324584,2020-01-03,Fri,Jan
101,I Don't Care (with Justin Bieber),Ed Sheeran,324392,2020-01-03,Fri,Jan
102,SAD!,XXXTENTACION,323246,2020-01-03,Fri,Jan
103,Panini,Lil Nas X,322974,2020-01-03,Fri,Jan
104,Talk (feat. Disclosure),Khalid,322631,2020-01-03,Fri,Jan
105,Hot (feat. Gunna),Young Thug,319134,2020-01-03,Fri,Jan
106,EARFQUAKE,"Tyler, The Creator",318956,2020-01-03,Fri,Jan
107,F.N,Lil Tjay,318818,2020-01-03,Fri,Jan
108,Lalala,"Y2K, bbno$",317685,2020-01-03,Fri,Jan
109,Maniac,Conan Gray,315784,2020-01-03,Fri,Jan
110,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",314282,2020-01-03,Fri,Jan
111,Sucker,Jonas Brothers,313329,2020-01-03,Fri,Jan
112,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,313293,2020-01-03,Fri,Jan
113,Better Now,Post Malone,312149,2020-01-03,Fri,Jan
114,I Fall Apart,Post Malone,311868,2020-01-03,Fri,Jan
115,Heartless (feat. Morgan Wallen),Diplo,308475,2020-01-03,Fri,Jan
116,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,307786,2020-01-03,Fri,Jan
117,Mean It,"Lauv, LANY",306887,2020-01-03,Fri,Jan
118,Cash Shit (feat. DaBaby),Megan Thee Stallion,304667,2020-01-03,Fri,Jan
119,Juicy,"Doja Cat, Tyga",301364,2020-01-03,Fri,Jan
120,Armed And Dangerous,Juice WRLD,301059,2020-01-03,Fri,Jan
121,Happier,"Marshmello, Bastille",300767,2020-01-03,Fri,Jan
122,One Man Band,Old Dominion,299680,2020-01-03,Fri,Jan
123,One Thing Right,"Marshmello, Kane Brown",296912,2020-01-03,Fri,Jan
124,Heart On Ice,Rod Wave,296570,2020-01-03,Fri,Jan
125,Wrong Direction,Hailee Steinfeld,293683,2020-01-03,Fri,Jan
126,Jocelyn Flores,XXXTENTACION,290668,2020-01-03,Fri,Jan
127,GATTI,"JACKBOYS, Pop Smoke, Travis Scott",290250,2020-01-03,Fri,Jan
128,goosebumps,Travis Scott,290014,2020-01-03,Fri,Jan
129,Look At Her Now,Selena Gomez,289713,2020-01-03,Fri,Jan
130,Somebody,"Internet Money, Lil Tecca, A Boogie Wit da Hoodie",289322,2020-01-03,Fri,Jan
131,Ransom (with Juice WRLD) - Remix,Lil Tecca,285766,2020-01-03,Fri,Jan
132,Without Me,Halsey,285682,2020-01-03,Fri,Jan
133,Lean Wit Me,Juice WRLD,284575,2020-01-03,Fri,Jan
134,Sanguine Paradise,Lil Uzi Vert,283176,2020-01-03,Fri,Jan
135,Hop Off A Jet (feat. Travis Scott),Young Thug,282893,2020-01-03,Fri,Jan
136,It's You,Ali Gatie,278901,2020-01-03,Fri,Jan
137,ocean eyes,Billie Eilish,278476,2020-01-03,Fri,Jan
138,"thank u, next",Ariana Grande,277174,2020-01-03,Fri,Jan
139,Panini - DaBaby Remix,Lil Nas X,277136,2020-01-03,Fri,Jan
140,Eastside (with Halsey & Khalid),benny blanco,273372,2020-01-03,Fri,Jan
141,Speechless,Dan + Shay,272723,2020-01-03,Fri,Jan
142,Immortal,21 Savage,272576,2020-01-03,Fri,Jan
143,Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby",270489,2020-01-03,Fri,Jan
144,XO Tour Llif3,Lil Uzi Vert,269171,2020-01-03,Fri,Jan
145,You Need To Calm Down,Taylor Swift,268692,2020-01-03,Fri,Jan
146,Beautiful Crazy,Luke Combs,263999,2020-01-03,Fri,Jan
147,Sinning With You,Sam Hunt,263831,2020-01-03,Fri,Jan
148,bury a friend,Billie Eilish,263621,2020-01-03,Fri,Jan
149,U Played (feat. Lil Baby),Moneybagg Yo,261728,2020-01-03,Fri,Jan
150,Nice To Meet Ya,Niall Horan,259324,2020-01-03,Fri,Jan
151,Better,Khalid,259264,2020-01-03,Fri,Jan
152,Did It Again,Lil Tecca,258228,2020-01-03,Fri,Jan
153,Good as Hell,Lizzo,257826,2020-01-03,Fri,Jan
154,Pure Water (with Migos),Mustard,257137,2020-01-03,Fri,Jan
155,BEST ON EARTH (feat. BIA) - Bonus,Russ,256468,2020-01-03,Fri,Jan
156,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,253864,2020-01-03,Fri,Jan
157,Moonlight,XXXTENTACION,253652,2020-01-03,Fri,Jan
158,Millions,Young Thug,253413,2020-01-03,Fri,Jan
159,UP THE SMOKE (with Offset),Stunna 4 Vegas,252825,2020-01-03,Fri,Jan
160,Fuck Love (feat. Trippie Redd),XXXTENTACION,251025,2020-01-03,Fri,Jan
161,Bad Bad Bad (feat. Lil Baby),Young Thug,251024,2020-01-03,Fri,Jan
162,Envy Me,Calboy,250604,2020-01-03,Fri,Jan
163,High Hopes,Panic! At The Disco,249704,2020-01-03,Fri,Jan
164,Love Me More,Trippie Redd,247389,2020-01-03,Fri,Jan
165,Dancing With A Stranger (with Normani),Sam Smith,246473,2020-01-03,Fri,Jan
166,Whiskey Glasses,Morgan Wallen,246316,2020-01-03,Fri,Jan
167,Cherry,Harry Styles,246165,2020-01-03,Fri,Jan
168,I Like Me Better,Lauv,245344,2020-01-03,Fri,Jan
169,Graduation (with Juice WRLD),benny blanco,245164,2020-01-03,Fri,Jan
170,Congratulations,"Post Malone, Quavo",244273,2020-01-03,Fri,Jan
171,Golden,Harry Styles,243211,2020-01-03,Fri,Jan
172,All Me (feat. Keyshia Cole),Kehlani,242265,2020-01-03,Fri,Jan
173,The Less I Know The Better,Tame Impala,242010,2020-01-03,Fri,Jan
174,HUMBLE.,Kendrick Lamar,241881,2020-01-03,Fri,Jan
175,Family,"The Chainsmokers, Kygo",241829,2020-01-03,Fri,Jan
176,God's Plan,Drake,241621,2020-01-03,Fri,Jan
177,Faucet Failure,Ski Mask The Slump God,241054,2020-01-03,Fri,Jan
178,This Bar,Morgan Wallen,239790,2020-01-03,Fri,Jan
179,LA CANCIÓN,"J Balvin, Bad Bunny",239525,2020-01-03,Fri,Jan
180,Tequila,Dan + Shay,239507,2020-01-03,Fri,Jan
181,The Bones,Maren Morris,239069,2020-01-03,Fri,Jan
182,Yes Indeed,"Lil Baby, Drake",238773,2020-01-03,Fri,Jan
183,How I Move (feat. Lil Baby),Flipp Dinero,238571,2020-01-03,Fri,Jan
184,Callaita,"Bad Bunny, Tainy",238265,2020-01-03,Fri,Jan
185,Famous Hoes,NLE Choppa,237936,2020-01-03,Fri,Jan
186,Best Part (feat. Daniel Caesar),H.E.R.,237394,2020-01-03,Fri,Jan
187,Saint-Tropez,Post Malone,236153,2020-01-03,Fri,Jan
188,i love you,Billie Eilish,235673,2020-01-03,Fri,Jan
189,a lot,21 Savage,234923,2020-01-03,Fri,Jan
190,Noticed,Lil Mosey,233766,2020-01-03,Fri,Jan
191,Slide,"H.E.R., YG",232155,2020-01-03,Fri,Jan
192,Never Seen the Rain,Tones And I,231648,2020-01-03,Fri,Jan
193,wish you were gay,Billie Eilish,231588,2020-01-03,Fri,Jan
194,My Type,Saweetie,230411,2020-01-03,Fri,Jan
195,Hollywood's Bleeding,Post Malone,229334,2020-01-03,Fri,Jan
196,Young Dumb & Broke,Khalid,228198,2020-01-03,Fri,Jan
197,No Role Modelz,J. Cole,227020,2020-01-03,Fri,Jan
198,Candy,Doja Cat,225306,2020-01-03,Fri,Jan
199,Youngblood,5 Seconds of Summer,224813,2020-01-03,Fri,Jan
200,I.F.L.Y.,Bazzi,224400,2020-01-03,Fri,Jan
1,The Box,Roddy Ricch,2401325,2020-01-04,Sat,Jan
2,Yummy,Justin Bieber,1458513,2020-01-04,Sat,Jan
3,ROXANNE,Arizona Zervas,1364293,2020-01-04,Sat,Jan
4,Circles,Post Malone,1147870,2020-01-04,Sat,Jan
5,BOP,DaBaby,1112838,2020-01-04,Sat,Jan
6,Falling,Trevor Daniel,1035929,2020-01-04,Sat,Jan
7,Bandit (with YoungBoy Never Broke Again),Juice WRLD,982460,2020-01-04,Sat,Jan
8,Dance Monkey,Tones And I,976412,2020-01-04,Sat,Jan
9,Futsal Shuffle 2020,Lil Uzi Vert,896692,2020-01-04,Sat,Jan
10,Ballin' (with Roddy Ricch),Mustard,843591,2020-01-04,Sat,Jan
11,Blinding Lights,The Weeknd,831244,2020-01-04,Sat,Jan
12,everything i wanted,Billie Eilish,823174,2020-01-04,Sat,Jan
13,My Oh My (feat. DaBaby),Camila Cabello,815402,2020-01-04,Sat,Jan
14,Adore You,Harry Styles,797284,2020-01-04,Sat,Jan
15,Suicidal,YNW Melly,761855,2020-01-04,Sat,Jan
16,Don't Start Now,Dua Lipa,718224,2020-01-04,Sat,Jan
17,hot girl bummer,blackbear,668967,2020-01-04,Sat,Jan
18,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",667105,2020-01-04,Sat,Jan
19,Heartless,The Weeknd,665259,2020-01-04,Sat,Jan
20,No Idea,Don Toliver,657163,2020-01-04,Sat,Jan
21,Watermelon Sugar,Harry Styles,652327,2020-01-04,Sat,Jan
22,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",649962,2020-01-04,Sat,Jan
23,VIBEZ,DaBaby,644344,2020-01-04,Sat,Jan
24,Memories,Maroon 5,629479,2020-01-04,Sat,Jan
25,HIGHEST IN THE ROOM,Travis Scott,628322,2020-01-04,Sat,Jan
26,Woah,Lil Baby,616993,2020-01-04,Sat,Jan
27,Someone You Loved,Lewis Capaldi,598495,2020-01-04,Sat,Jan
28,Lose You To Love Me,Selena Gomez,587826,2020-01-04,Sat,Jan
29,Lucid Dreams,Juice WRLD,584904,2020-01-04,Sat,Jan
30,Suge,DaBaby,573309,2020-01-04,Sat,Jan
31,bad guy,Billie Eilish,548518,2020-01-04,Sat,Jan
32,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,539035,2020-01-04,Sat,Jan
33,Robbery,Juice WRLD,535038,2020-01-04,Sat,Jan
34,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,524063,2020-01-04,Sat,Jan
35,Ransom,Lil Tecca,521159,2020-01-04,Sat,Jan
36,SUGAR,BROCKHAMPTON,519448,2020-01-04,Sat,Jan
37,Truth Hurts,Lizzo,500924,2020-01-04,Sat,Jan
38,Say So,Doja Cat,493807,2020-01-04,Sat,Jan
39,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,490859,2020-01-04,Sat,Jan
40,223's (feat. 9lokknine),YNW Melly,484617,2020-01-04,Sat,Jan
41,Money In The Grave (Drake ft. Rick Ross),Drake,466862,2020-01-04,Sat,Jan
42,Señorita,"Shawn Mendes, Camila Cabello",458853,2020-01-04,Sat,Jan
43,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,453553,2020-01-04,Sat,Jan
44,Goodbyes (Feat. Young Thug),Post Malone,452726,2020-01-04,Sat,Jan
45,"10,000 Hours (with Justin Bieber)",Dan + Shay,452296,2020-01-04,Sat,Jan
46,No Guidance (feat. Drake),Chris Brown,450179,2020-01-04,Sat,Jan
47,Death,"Trippie Redd, DaBaby",449453,2020-01-04,Sat,Jan
48,Falling,Harry Styles,444808,2020-01-04,Sat,Jan
49,Stuck In A Dream (feat. Gunna),Lil Mosey,439149,2020-01-04,Sat,Jan
50,Wow.,Post Malone,431325,2020-01-04,Sat,Jan
51,Yellow Hearts,Ant Saunders,419114,2020-01-04,Sat,Jan
52,Start Wit Me (feat. Gunna),Roddy Ricch,417775,2020-01-04,Sat,Jan
53,MIDDLE CHILD,J. Cole,414732,2020-01-04,Sat,Jan
54,Had Enough (feat. Quavo & Offset),Don Toliver,406698,2020-01-04,Sat,Jan
55,Make No Sense,YoungBoy Never Broke Again,395851,2020-01-04,Sat,Jan
56,Camelot,NLE Choppa,385915,2020-01-04,Sat,Jan
57,Peta (feat. Meek Mill),Roddy Ricch,384004,2020-01-04,Sat,Jan
58,All Girls Are The Same,Juice WRLD,380079,2020-01-04,Sat,Jan
59,ORANGE SODA,BaKeem,373488,2020-01-04,Sat,Jan
60,when the party's over,Billie Eilish,369732,2020-01-04,Sat,Jan
61,Legends,Juice WRLD,364167,2020-01-04,Sat,Jan
62,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,362835,2020-01-04,Sat,Jan
63,July,Noah Cyrus,361658,2020-01-04,Sat,Jan
64,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,360681,2020-01-04,Sat,Jan
65,Tusa,"KAROL G, Nicki Minaj",358767,2020-01-04,Sat,Jan
66,Pop Out (feat. Lil Tjay),Polo G,357929,2020-01-04,Sat,Jan
67,SICKO MODE,Travis Scott,357628,2020-01-04,Sat,Jan
68,Baby (Lil Baby feat. DaBaby),Quality Control,356849,2020-01-04,Sat,Jan
69,Vete,Bad Bunny,356604,2020-01-04,Sat,Jan
70,GOODMORNINGTOKYO!,TOKYO’S REVENGE,355808,2020-01-04,Sat,Jan
71,Into the Unknown,"Idina Menzel, AURORA",349593,2020-01-04,Sat,Jan
72,VALENTINO,24kGoldn,349337,2020-01-04,Sat,Jan
73,The London (feat. J. Cole & Travis Scott),Young Thug,345943,2020-01-04,Sat,Jan
74,Hate Me (with Juice WRLD),Ellie Goulding,345597,2020-01-04,Sat,Jan
75,7 rings,Ariana Grande,345522,2020-01-04,Sat,Jan
76,Murder On My Mind,YNW Melly,344760,2020-01-04,Sat,Jan
77,Lights Up,Harry Styles,342914,2020-01-04,Sat,Jan
78,Going Bad (feat. Drake),Meek Mill,336685,2020-01-04,Sat,Jan
79,Drip Too Hard (Lil Baby & Gunna),Lil Baby,333215,2020-01-04,Sat,Jan
80,SLOW DANCING IN THE DARK,Joji,331153,2020-01-04,Sat,Jan
81,lovely (with Khalid),Billie Eilish,330945,2020-01-04,Sat,Jan
82,Let Me Know (I Wonder Why Freestyle),Juice WRLD,329384,2020-01-04,Sat,Jan
83,WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott",327210,2020-01-04,Sat,Jan
84,Before You Go,Lewis Capaldi,326705,2020-01-04,Sat,Jan
85,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",325436,2020-01-04,Sat,Jan
86,Graveyard,Halsey,324579,2020-01-04,Sat,Jan
87,High Fashion (feat. Mustard),Roddy Ricch,322557,2020-01-04,Sat,Jan
88,GANG GANG,"JACKBOYS, Sheck Wes",320193,2020-01-04,Sat,Jan
89,SAD!,XXXTENTACION,316177,2020-01-04,Sat,Jan
90,If the World Was Ending - feat. Julia Michaels,JP Saxe,315608,2020-01-04,Sat,Jan
91,Panini,Lil Nas X,315257,2020-01-04,Sat,Jan
92,Enemies (feat. DaBaby),Post Malone,314301,2020-01-04,Sat,Jan
93,Trampoline,"SHAED, ZAYN",313100,2020-01-04,Sat,Jan
94,Beautiful People (feat. Khalid),Ed Sheeran,312005,2020-01-04,Sat,Jan
95,20/20,Lil Tjay,311810,2020-01-04,Sat,Jan
96,Lalala,"Y2K, bbno$",311309,2020-01-04,Sat,Jan
97,How Do You Sleep?,Sam Smith,311288,2020-01-04,Sat,Jan
98,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,310206,2020-01-04,Sat,Jan
99,rockstar (feat. 21 Savage),Post Malone,309769,2020-01-04,Sat,Jan
100,EARFQUAKE,"Tyler, The Creator",307388,2020-01-04,Sat,Jan
101,Hot (feat. Gunna),Young Thug,306516,2020-01-04,Sat,Jan
102,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",306101,2020-01-04,Sat,Jan
103,F.N,Lil Tjay,305338,2020-01-04,Sat,Jan
104,6 Kiss,"Trippie Redd, Juice WRLD, YNW Melly",303798,2020-01-04,Sat,Jan
105,Talk (feat. Disclosure),Khalid,302480,2020-01-04,Sat,Jan
106,Better Now,Post Malone,300270,2020-01-04,Sat,Jan
107,Cash Shit (feat. DaBaby),Megan Thee Stallion,299137,2020-01-04,Sat,Jan
108,Juicy,"Doja Cat, Tyga",297911,2020-01-04,Sat,Jan
109,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,297802,2020-01-04,Sat,Jan
110,I Don't Care (with Justin Bieber),Ed Sheeran,296373,2020-01-04,Sat,Jan
111,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,294045,2020-01-04,Sat,Jan
112,Up All Night,Khalid,293689,2020-01-04,Sat,Jan
113,One Man Band,Old Dominion,291977,2020-01-04,Sat,Jan
114,I Fall Apart,Post Malone,291839,2020-01-04,Sat,Jan
115,Maniac,Conan Gray,290541,2020-01-04,Sat,Jan
